0 Deg Regular Run 13 2018-04-12
Time(s) Response(deg) LoadCell(N)
11.740000 -3.234058 -2.025939
11.760000 -2.975677 -2.020646
11.780000 -2.710188 -2.023404
11.800000 -2.441674 -2.023670
11.820000 -2.168252 -2.026653
11.840000 -1.888119 -2.021892
11.860000 -1.606022 -2.020604
11.880000 -1.323303 -2.022844
11.900000 -1.041546 -2.013476
11.920000 -0.754328 -2.012314
11.940000 -0.464258 -2.015128
11.960000 -0.173731 -2.018727
11.980000 0.116918 -2.024609
12.000000 0.404892 -2.019497
12.020000 0.693830 -2.009821
12.040000 0.981124 -2.024651
12.060000 1.270612 -2.015703
12.080000 1.553302 -2.022060
12.100000 1.833886 -2.009919
12.120000 2.112628 -2.019203
12.140000 2.386897 -2.019750
12.160000 2.656158 -2.021556
12.180000 2.917008 -2.020030
12.200000 3.174218 -2.020520
12.220000 3.429336 -2.024021
12.240000 3.676327 -2.023012
12.260000 3.919323 -2.022144
12.280000 4.154408 -2.016221
12.300000 4.382237 -2.019147
12.320000 4.602188 -2.018713
12.340000 4.814697 -2.026779
12.360000 5.020668 -2.016921
12.380000 5.219028 -2.020590
12.400000 5.408406 -2.024735
12.420000 5.590468 -2.023040
12.440000 5.759238 -2.026751
12.460000 5.920106 -2.015534
12.480000 6.071677 -2.012524
12.500000 6.216109 -2.021430
12.520000 6.348943 -2.024721
12.540000 6.474280 -2.026149
12.560000 6.590540 -2.018909
12.580000 6.693680 -2.024609
12.600000 6.788181 -2.020226
12.620000 6.873573 -2.025925
12.640000 6.948404 -2.024273
12.660000 7.010980 -2.028404
12.680000 7.064231 -2.022760
12.700000 7.108825 -2.017957
12.720000 7.146094 -2.020268
12.740000 7.173297 -2.016081
12.760000 7.187361 -2.015212
12.780000 7.190760 -2.022424
12.800000 7.188430 -2.020772
12.820000 7.173140 -2.023600
12.840000 7.149349 -2.022368
12.860000 7.116510 -2.014358
12.880000 7.074244 -2.012902
12.900000 7.022796 -2.014218
12.920000 6.961861 -2.022620
12.940000 6.891724 -2.022186
12.960000 6.811505 -2.023642
12.980000 6.722047 -2.022214
13.000000 6.623810 -2.025911
13.020000 6.517777 -2.025183
13.040000 6.399652 -2.023712
13.060000 6.274391 -2.018629
13.080000 6.138070 -2.019932
13.100000 5.995853 -2.023488
13.120000 5.843501 -2.020800
13.140000 5.682222 -2.016431
13.160000 5.508098 -2.024735
13.180000 5.326969 -2.018993
13.200000 5.135778 -2.015016
13.220000 4.935874 -2.027633
13.240000 4.722368 -2.019862
13.260000 4.504781 -2.023404
13.280000 4.277682 -2.021164
13.300000 4.042829 -2.013560
13.320000 3.796800 -2.021584
13.340000 3.542817 -2.024315
13.360000 3.278830 -2.021794
13.380000 3.007227 -2.026401
13.400000 2.728773 -2.015969
13.420000 2.443099 -2.016053
13.440000 2.146920 -2.019918
13.460000 1.845504 -2.018335
13.480000 1.545007 -2.020730
13.500000 1.250315 -2.020632
13.520000 0.932380 -2.016473
13.540000 0.596063 -2.023278
13.560000 0.257727 -2.018755
13.580000 -0.085720 -2.016249
13.600000 -0.430793 -2.015520
13.620000 -0.777895 -2.020618
13.640000 -1.127500 -2.022620
13.660000 -1.477371 -2.016319
13.680000 -1.826207 -2.013938
13.700000 -2.178499 -2.021528
13.720000 -2.531039 -2.015913
13.740000 -2.880632 -2.015927
13.760000 -3.230386 -2.012202
13.780000 -3.576403 -2.016949
13.800000 -3.918752 -2.017243
13.820000 -4.257913 -2.023684
13.840000 -4.591839 -2.017831
13.860000 -4.918933 -2.015128
13.880000 -5.242371 -2.018293
13.900000 -5.559204 -2.011460
13.920000 -5.870955 -2.013854
13.940000 -6.171780 -2.021738
13.960000 -6.470163 -2.016963
13.980000 -6.755792 -2.016361
14.000000 -7.037979 -2.010143
14.020000 -7.305752 -2.023124
14.040000 -7.568996 -2.018167
14.060000 -7.821120 -2.021654
14.080000 -8.065298 -2.015913
14.100000 -8.297403 -2.012986
14.120000 -8.520830 -2.013378
14.140000 -8.730923 -2.015633
14.160000 -8.928077 -2.014624
14.180000 -9.113625 -2.017425
14.200000 -9.293022 -2.016431
14.220000 -9.452949 -2.021654
14.240000 -9.606801 -2.018895
14.260000 -9.746637 -2.020058
14.280000 -9.873881 -2.010675
14.300000 -9.998664 -2.021248
14.320000 -10.130550 -2.014960
14.340000 -10.239721 -2.012538
14.360000 -10.325338 -2.021346
14.380000 -10.402981 -2.014932
14.400000 -10.463353 -2.018209
14.420000 -10.511658 -2.020814
14.440000 -10.547920 -2.009107
14.460000 -10.570262 -2.012678
14.480000 -10.584493 -2.011333
14.500000 -10.583859 -2.015815
14.520000 -10.591297 -2.010829
14.540000 -10.594479 -2.014176
14.560000 -10.586003 -2.009751
14.580000 -10.550302 -2.017593
14.600000 -10.487064 -2.018699
14.620000 -10.399348 -2.018195
14.640000 -10.287165 -2.012398
14.660000 -10.162429 -2.014988
14.680000 -10.034404 -2.018797
14.700000 -9.910322 -2.013658
14.720000 -9.790432 -2.011852
14.740000 -9.670246 -2.017313
14.760000 -9.542591 -2.015773
