% Original filename: Decay Test 0Deg No StringPot0012.mat
0 Deg Decay NoStringPot Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
14.860000 -0.969459 -1.944916
14.880000 -0.895815 -1.950363
14.900000 -0.822325 -1.942731
14.920000 -0.745128 -1.954802
14.940000 -0.670827 -1.946918
14.960000 -0.596888 -1.946974
14.980000 -0.522217 -1.947044
15.000000 -0.449497 -1.946876
15.020000 -0.375949 -1.944747
15.040000 -0.301219 -1.950937
15.060000 -0.228659 -1.951903
15.080000 -0.149648 -1.946022
15.100000 -0.078399 -1.956496
15.120000 0.001468 -1.944257
15.140000 0.074843 -1.946526
15.160000 0.150985 -1.960193
15.180000 0.222846 -1.942115
15.200000 0.296561 -1.947492
15.220000 0.373459 -1.946806
15.240000 0.445344 -1.940224
15.260000 0.518376 -1.946582
15.280000 0.591039 -1.945434
15.300000 0.665902 -1.943865
15.320000 0.733939 -1.938782
15.340000 0.803540 -1.951119
15.360000 0.869781 -1.947702
15.380000 0.934674 -1.949145
15.400000 1.006404 -1.942283
15.420000 1.070187 -1.952897
15.440000 1.139955 -1.953163
15.460000 1.205295 -1.947016
15.480000 1.271104 -1.944089
15.500000 1.328823 -1.950433
15.520000 1.397005 -1.950139
15.540000 1.455796 -1.954018
15.560000 1.516936 -1.951539
15.580000 1.576890 -1.947464
15.600000 1.638319 -1.947394
15.620000 1.694374 -1.945700
15.640000 1.754494 -1.939552
15.660000 1.812030 -1.942339
15.680000 1.872746 -1.941345
15.700000 1.930418 -1.944215
15.720000 1.983667 -1.949019
15.740000 2.040436 -1.942787
15.760000 2.096840 -1.940602
15.780000 2.152511 -1.944860
15.800000 2.209357 -1.948640
15.820000 2.259107 -1.952897
15.840000 2.313785 -1.953528
15.860000 2.363995 -1.950783
15.880000 2.417157 -1.941541
15.900000 2.466990 -1.942577
15.920000 2.517810 -1.948416
15.940000 2.561302 -1.942367
15.960000 2.605414 -1.942857
15.980000 2.650350 -1.936485
16.000000 2.694757 -1.949103
16.020000 2.738950 -1.948598
16.040000 2.777156 -1.952043
16.060000 2.819301 -1.956412
16.080000 2.858138 -1.953458
16.100000 2.894529 -1.946750
16.120000 2.929524 -1.946470
16.140000 2.964373 -1.939594
16.160000 2.995655 -1.944944
16.180000 3.025827 -1.941457
16.200000 3.054703 -1.940588
16.220000 3.078857 -1.941093
16.240000 3.104198 -1.939664
16.260000 3.127689 -1.940967
