% Original filename: Decay Test 0Deg0008.mat
0 Deg Decay Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
12.780000 1.037311 -1.958023
12.800000 1.019333 -1.952099
12.820000 1.001580 -1.951637
12.840000 0.982897 -1.953752
12.860000 0.962936 -1.946036
12.880000 0.942695 -1.950209
12.900000 0.921775 -1.951357
12.920000 0.905385 -1.953598
12.940000 0.888222 -1.953626
12.960000 0.869043 -1.946050
12.980000 0.849286 -1.951259
13.000000 0.828497 -1.949691
13.020000 0.804719 -1.958177
13.040000 0.776957 -1.958331
13.060000 0.751710 -1.956552
13.080000 0.729541 -1.955698
13.100000 0.711867 -1.954998
13.120000 0.694644 -1.953500
13.140000 0.675975 -1.961369
13.160000 0.656135 -1.955096
13.180000 0.630523 -1.954368
13.200000 0.605077 -1.958219
13.220000 0.579284 -1.951819
13.240000 0.557901 -1.950097
13.260000 0.539517 -1.957224
13.280000 0.522652 -1.958723
13.300000 0.506931 -1.952883
13.320000 0.486442 -1.956258
13.340000 0.465426 -1.959871
13.360000 0.436395 -1.952183
13.380000 0.413252 -1.950335
13.400000 0.389359 -1.956132
13.420000 0.371658 -1.952141
13.440000 0.355426 -1.954298
13.460000 0.338448 -1.947254
13.480000 0.319117 -1.951357
13.500000 0.298962 -1.956482
13.520000 0.277843 -1.957799
13.540000 0.250762 -1.954984
13.560000 0.226822 -1.948542
13.580000 0.207004 -1.958443
13.600000 0.188246 -1.951987
13.620000 0.171375 -1.952897
13.640000 0.154027 -1.952687
13.660000 0.136977 -1.955348
13.680000 0.119469 -1.947394
13.700000 0.101416 -1.957757
13.720000 0.085484 -1.950181
13.740000 0.067381 -1.949411
13.760000 0.046198 -1.958765
13.780000 0.022130 -1.949201
13.800000 0.000339 -1.952099
13.820000 -0.020488 -1.953920
13.840000 -0.039691 -1.954788
13.860000 -0.054529 -1.950279
13.880000 -0.068813 -1.952281
13.900000 -0.078037 -1.957294
13.920000 -0.088411 -1.952547
13.940000 -0.101266 -1.952141
13.960000 -0.115577 -1.950097
13.980000 -0.131919 -1.946470
14.000000 -0.144499 -1.960571
14.020000 -0.158774 -1.955348
14.040000 -0.170824 -1.950167
14.060000 -0.186279 -1.949439
14.080000 -0.201828 -1.956846
14.100000 -0.218230 -1.951259
14.120000 -0.235679 -1.948766
14.140000 -0.252170 -1.949747
14.160000 -0.270483 -1.950083
14.180000 -0.280422 -1.945070
14.200000 -0.291656 -1.947940
14.220000 -0.302018 -1.945336
14.240000 -0.312934 -1.952659
14.260000 -0.324420 -1.948444
14.280000 -0.338459 -1.961131
14.300000 -0.351311 -1.960179
14.320000 -0.366230 -1.953079
14.340000 -0.377285 -1.954130
14.360000 -0.380977 -1.949019
14.380000 -0.382561 -1.952071
14.400000 -0.385683 -1.951483
14.420000 -0.389350 -1.957561
14.440000 -0.392097 -1.955502
14.460000 -0.395506 -1.949299
14.480000 -0.398876 -1.951833
14.500000 -0.403623 -1.952351
14.520000 -0.408729 -1.959353
14.540000 -0.411849 -1.953668
14.560000 -0.413403 -1.952015
14.580000 -0.412174 -1.953570
14.600000 -0.407659 -1.949243
14.620000 -0.402923 -1.955054
14.640000 -0.396723 -1.953234
14.660000 -0.390425 -1.951539
14.680000 -0.386028 -1.947884
14.700000 -0.382382 -1.953612
14.720000 -0.378866 -1.945182
14.740000 -0.378964 -1.947450
14.760000 -0.377764 -1.949047
14.780000 -0.377445 -1.951329
14.800000 -0.377772 -1.946148
14.820000 -0.381256 -1.947646
14.840000 -0.383472 -1.954158
14.860000 -0.385916 -1.945476
14.880000 -0.385482 -1.947324
14.900000 -0.385730 -1.952435
14.920000 -0.383918 -1.956090
14.940000 -0.385124 -1.958009
14.960000 -0.385448 -1.949873
14.980000 -0.387232 -1.949929
15.000000 -0.388480 -1.951399
15.020000 -0.390437 -1.950069
15.040000 -0.394166 -1.951917
15.060000 -0.398128 -1.950965
15.080000 -0.402710 -1.952981
15.100000 -0.406340 -1.959157
15.120000 -0.410248 -1.954774
15.140000 -0.410779 -1.953556
15.160000 -0.414555 -1.953318
15.180000 -0.418378 -1.944551
15.200000 -0.421150 -1.954620
15.220000 -0.422382 -1.949733
15.240000 -0.422628 -1.956440
15.260000 -0.424779 -1.956832
15.280000 -0.424296 -1.955684
15.300000 -0.424110 -1.948626
15.320000 -0.423098 -1.951301
15.340000 -0.423782 -1.946148
15.360000 -0.424185 -1.951399
15.380000 -0.422659 -1.948500
15.400000 -0.423560 -1.945420
15.420000 -0.421893 -1.953976
15.440000 -0.418899 -1.952673
15.460000 -0.415846 -1.956692
